Flop,Hand,Weight IP,IP Equity,IP EV,IP EQR
Ad Kd 4h,TsTh,0.005,53.77,33.1775,93.4881
Ad Kd 4h,Ts5s,0.005,20.25,19.4513,145.575
Ad Kd 4h,Ts6s,0.026,19.37,17.9129,140.124
Ad Kd 4h,Ts7s,0.026,19.84,18.1132,138.314
Ad Kd 4h,Ts8s,0.028,20.43,17.9158,132.901
Ad Kd 4h,Ts9s,0.032,21.23,17.469,124.67
Ad Kd 4h,Js8c,0.008,24.74,17.8939,109.597
Ad Kd 4h,Js9c,0.022,25.63,17.6218,104.171
Ad Kd 4h,JsTc,0.013,37.35,32.5213,131.937
Ad Kd 4h,JsJc,0.004,54.64,33.2289,92.1487
Ad Kd 4h,Js8d,0.011,28.33,21.4468,114.716
Ad Kd 4h,Js9d,0.036,29.31,21.0513,108.804
Ad Kd 4h,JsTd,0.011,40.73,37.1493,138.19
Ad Kd 4h,JsJd,0.004,58.13,39.9274,104.064
Ad Kd 4h,Js8h,0.007,24.84,18.2152,111.089
Ad Kd 4h,Js9h,0.018,25.73,17.7984,104.802
Ad Kd 4h,JsTh,0.011,37.44,32.777,132.634
Ad Kd 4h,JsJh,0.004,54.85,33.5914,92.7864
Ad Kd 4h,Js4s,0.002,47.12,35.0533,112.708
Ad Kd 4h,Js5s,0.034,24.41,19.3061,119.839
Ad Kd 4h,Js6s,0.023,23.69,17.906,114.542
Ad Kd 4h,Js7s,0.022,24.24,18.0839,113.052
Ad Kd 4h,Js8s,0.024,24.78,17.9697,109.872
Ad Kd 4h,Js9s,0.021,25.60,17.561,103.939
Ad Kd 4h,JsTs,0.013,37.33,32.511,131.945
Ad Kd 4h,Qs8c,0.001,31.39,18.9921,91.683
Ad Kd 4h,Qs9c,0.009,32.37,18.9488,88.6972
Ad Kd 4h,QsTc,0.013,43.79,33.4938,115.878
Ad Kd 4h,QsJc,0.011,45.04,34.1087,114.743
Ad Kd 4h,QsQc,0.003,55.80,33.6917,91.4886
Ad Kd 4h,Qs8d,0.001,34.84,22.5402,98.0261
Ad Kd 4h,Qs9d,0.011,35.92,22.2745,93.9652
Ad Kd 4h,QsTd,0.012,47.05,37.9881,122.335
Ad Kd 4h,QsJd,0.010,48.58,40.0477,124.91
Ad Kd 4h,QsQd,0.003,59.68,42.4364,107.729
Ad Kd 4h,Qs8h,0.001,31.50,19.2929,92.8035
Ad Kd 4h,Qs9h,0.009,32.48,19.121,89.2096
Ad Kd 4h,QsTh,0.012,43.89,33.6875,116.293
Ad Kd 4h,QsJh,0.010,45.14,34.2936,115.12
Ad Kd 4h,QsQh,0.003,56.04,34.2474,92.5912
Ad Kd 4h,Qs2s,0.023,29.96,20.2515,102.414
Ad Kd 4h,Qs3s,0.039,30.16,20.1219,101.076
Ad Kd 4h,Qs4s,0.003,47.46,35.6036,113.653
Ad Kd 4h,Qs5s,0.027,30.79,20.0118,98.4684
Ad Kd 4h,Qs6s,0.014,30.21,18.7719,94.1425
Ad Kd 4h,Qs7s,0.013,30.84,19.0396,93.5358
Ad Kd 4h,Qs8s,0.012,31.43,19.0911,92.037
Ad Kd 4h,Qs9s,0.009,32.35,18.8992,88.5177
Ad Kd 4h,QsTs,0.013,43.79,33.4851,115.863
Ad Kd 4h,QsJs,0.012,45.03,34.1058,114.746
Ad Kd 4h,Ks7c,0.000,63.27,40.2729,96.4406
Ad Kd 4h,Ks8c,0.014,63.66,40.1658,95.5926
Ad Kd 4h,Ks9c,0.027,64.28,40.5848,95.6639
Ad Kd 4h,KsTc,0.027,66.51,42.0051,95.6942
Ad Kd 4h,KsJc,0.039,67.40,43.1612,97.0201
Ad Kd 4h,KsQc,0.048,68.17,44.4192,98.7249
Ad Kd 4h,KsKc,0.018,93.06,161.527,263.003
Ad Kd 4h,Ks7d,0.000,65.99,44.5165,102.213
Ad Kd 4h,Ks8d,0.016,66.38,43.8499,100.086
Ad Kd 4h,Ks9d,0.024,67.03,44.384,100.327
Ad Kd 4h,KsTd,0.019,69.29,46.2836,101.213
Ad Kd 4h,KsJd,0.024,70.48,48.7819,104.876
Ad Kd 4h,KsQd,0.047,71.67,51.7272,109.362
Ad Kd 4h,Ks7h,0.000,63.49,40.4024,96.412
Ad Kd 4h,Ks8h,0.007,63.82,40.2836,95.641
Ad Kd 4h,Ks9h,0.019,64.42,40.7726,95.903
Ad Kd 4h,KsTh,0.020,66.66,42.2011,95.928
Ad Kd 4h,KsJh,0.028,67.61,43.4885,97.4648
Ad Kd 4h,KsQh,0.031,68.39,44.7898,99.2276
Ad Kd 4h,KsKh,0.028,93.15,160.523,261.1
Ad Kd 4h,Ks2s,0.012,63.54,42.1985,100.619
Ad Kd 4h,Ks3s,0.010,63.49,41.4105,98.8208
Ad Kd 4h,Ks4s,0.002,82.53,90.1616,165.518
Ad Kd 4h,Ks5s,0.008,63.51,41.1579,98.1967
Ad Kd 4h,Ks6s,0.009,62.92,40.1516,96.6878
Ad Kd 4h,Ks7s,0.009,63.24,40.2495,96.431
Ad Kd 4h,Ks8s,0.019,63.65,40.1585,95.5983
Ad Kd 4h,Ks9s,0.027,64.29,40.5855,95.6504
Ad Kd 4h,KsTs,0.027,66.51,42.006,95.6865
Ad Kd 4h,KsJs,0.039,67.41,43.1639,97.012
Ad Kd 4h,KsQs,0.048,68.19,44.4245,98.714
Ad Kd 4h,As3c,0.025,74.92,52.8301,106.838
Ad Kd 4h,As4c,0.003,86.27,96.2938,169.123
Ad Kd 4h,As5c,0.032,75.25,53.8347,108.394
Ad Kd 4h,As6c,0.021,75.18,53.9523,108.736
Ad Kd 4h,As7c,0.022,76.04,55.1684,109.92
Ad Kd 4h,As8c,0.020,77.16,57.1151,112.152
Ad Kd 4h,As9c,0.014,78.38,60.0231,116.031
Ad Kd 4h,AsTc,0.017,80.63,63.4064,119.149
Ad Kd 4h,AsJc,0.013,81.52,67.0544,124.634
Ad Kd 4h,AsQc,0.005,82.07,71.7891,132.543
Ad Kd 4h,AsKc,0.002,89.57,116.611,197.254
Ad Kd 4h,AsAc,0.105,93.23,132.717,215.68
Ad Kd 4h,As3d,0.026,76.63,55.7063,110.146
Ad Kd 4h,As4d,0.020,87.24,95.4016,165.685
Ad Kd 4h,As5d,0.027,77.37,57.4916,112.589
Ad Kd 4h,As6d,0.027,77.40,57.5389,112.637
Ad Kd 4h,As7d,0.028,78.25,58.7936,113.842
Ad Kd 4h,As8d,0.034,79.31,60.7173,115.988
Ad Kd 4h,As9d,0.036,80.51,63.8468,120.157
Ad Kd 4h,AsTd,0.025,82.80,67.1794,122.939
Ad Kd 4h,AsJd,0.030,84.02,71.274,128.533
Ad Kd 4h,AsQd,0.025,84.93,77.142,137.619
Ad Kd 4h,As3h,0.011,75.10,53.1654,107.259
Ad Kd 4h,As5h,0.020,75.45,54.1302,108.695
Ad Kd 4h,As6h,0.016,75.39,54.0872,108.699
Ad Kd 4h,As7h,0.017,76.25,55.3209,109.932
Ad Kd 4h,As8h,0.019,77.32,57.2502,112.18
Ad Kd 4h,As9h,0.016,78.53,60.259,116.268
Ad Kd 4h,AsTh,0.018,80.78,63.5926,119.282
Ad Kd 4h,AsJh,0.012,81.70,67.2622,124.742
Ad Kd 4h,AsQh,0.005,82.25,71.7742,132.21
Ad Kd 4h,AsKh,0.003,89.66,115.861,195.798
Ad Kd 4h,AsAh,0.111,93.31,131.818,214.037
Ad Kd 4h,As2s,0.008,74.87,53.9195,109.118
Ad Kd 4h,As3s,0.023,74.88,52.8047,106.849
Ad Kd 4h,As4s,0.003,86.25,96.2712,169.115
Ad Kd 4h,As5s,0.033,75.26,53.8406,108.389
Ad Kd 4h,As6s,0.021,75.17,53.9455,108.74
Ad Kd 4h,As7s,0.022,76.06,55.179,109.915
Ad Kd 4h,As8s,0.020,77.18,57.1257,112.15
Ad Kd 4h,As9s,0.014,78.38,60.0245,116.03
Ad Kd 4h,AsTs,0.017,80.64,63.4113,119.151
Ad Kd 4h,AsJs,0.013,81.48,67.016,124.622
Ad Kd 4h,AsQs,0.006,82.11,71.8587,132.595
Ad Kd 4h,AsKs,0.002,89.57,116.612,197.255
Ad Kd Qd,5c4c,0.037,12.01,18.9787,239.481
Ad Kd Qd,6c5c,0.010,11.45,17.8729,236.579
Ad Kd Qd,7c5c,0.021,12.31,17.9379,220.79
Ad Kd Qd,7c6c,0.074,12.50,17.8069,215.765
Ad Kd Qd,8c6c,0.059,13.67,17.8258,197.553
Ad Kd Qd,8c7c,0.084,13.98,17.896,193.915
Ad Kd Qd,9c6c,0.017,15.08,17.7791,178.583
Ad Kd Qd,9c7c,0.034,15.38,17.8499,175.865
Ad Kd Qd,9c8c,0.039,15.69,17.8327,172.244
Ad Kd Qd,9c8d,0.045,41.23,37.7876,138.859
Ad Kd Qd,9c8h,0.008,15.65,17.7873,172.179
Ad Kd Qd,9c8s,0.008,15.65,17.7873,172.179
Ad Kd Qd,Tc5c,0.012,25.70,24.2214,142.819
Ad Kd Qd,Tc6c,0.112,25.90,24.1246,141.134
Ad Kd Qd,Tc7c,0.098,26.17,24.1986,140.126
Ad Kd Qd,Tc8c,0.070,26.49,24.1828,138.335
Ad Kd Qd,Tc9c,0.079,27.09,24.0793,134.693
Ad Kd Qd,Tc8d,0.046,49.02,43.0513,133.061
Ad Kd Qd,Tc9d,0.071,50.99,46.3722,137.789
Ad Kd Qd,Tc8h,0.054,26.48,24.1725,138.327
Ad Kd Qd,Tc9h,0.080,27.13,24.1371,134.811
Ad Kd Qd,Tc8s,0.054,26.48,24.1725,138.327
Ad Kd Qd,Tc9s,0.080,27.13,24.1371,134.81
Ad Kd Qd,Jc4c,0.023,28.74,24.3784,128.506
Ad Kd Qd,Jc5c,0.072,28.82,24.0893,126.624
Ad Kd Qd,Jc6c,0.100,29.01,24.0226,125.47
Ad Kd Qd,Jc7c,0.097,29.31,24.0849,124.508
Ad Kd Qd,Jc8c,0.087,29.64,24.0906,123.161
Ad Kd Qd,Jc9c,0.106,30.24,23.9788,120.164
Ad Kd Qd,JcTc,0.053,78.94,65.0095,124.782
Ad Kd Qd,Jc8d,0.016,51.38,43.2367,127.512
Ad Kd Qd,Jc9d,0.069,53.34,46.4188,131.861
Ad Kd Qd,JcTd,0.116,90.24,89.7734,150.739
Ad Kd Qd,Jc8h,0.030,29.60,24.0333,123.014
Ad Kd Qd,Jc9h,0.106,30.26,24.0262,120.299
Ad Kd Qd,JcTh,0.058,78.90,64.9801,124.777
Ad Kd Qd,Jc8s,0.030,29.60,24.0333,123.014
Ad Kd Qd,Jc9s,0.106,30.26,24.0263,120.299
Ad Kd Qd,JcTs,0.058,78.90,64.9803,124.778
Ad Kd Qd,Qc2c,0.008,43.94,27.5261,94.9061
Ad Kd Qd,Qc3c,0.037,43.74,27.1388,94.0008
Ad Kd Qd,Qc4c,0.044,43.54,26.9281,93.7001
Ad Kd Qd,Qc5c,0.051,43.38,26.7151,93.3068
Ad Kd Qd,Qc6c,0.080,43.41,26.7026,93.2022
Ad Kd Qd,Qc7c,0.088,43.57,26.7226,92.9302
Ad Kd Qd,Qc8c,0.089,43.74,26.6264,92.2437
Ad Kd Qd,Qc9c,0.071,44.17,26.5693,91.1428
Ad Kd Qd,QcTc,0.038,51.51,32.1048,94.4313
Ad Kd Qd,QcJc,0.044,52.02,32.4816,94.6123
Ad Kd Qd,Qc8d,0.001,63.18,46.4565,111.404
Ad Kd Qd,Qc9d,0.042,64.88,49.8087,116.312
Ad Kd Qd,QcTd,0.015,71.06,61.6843,131.528
Ad Kd Qd,QcJd,0.068,73.43,76.1845,157.209
Ad Kd Qd,Qc8h,0.007,43.72,26.6263,92.2749
Ad Kd Qd,Qc9h,0.081,44.18,26.5922,91.2077
Ad Kd Qd,QcTh,0.032,51.51,32.1122,94.4557
Ad Kd Qd,QcJh,0.035,52.01,32.4884,94.6362
Ad Kd Qd,Qc8s,0.007,43.72,26.6263,92.275
Ad Kd Qd,Qc9s,0.081,44.18,26.5922,91.2077
Ad Kd Qd,QcTs,0.031,51.51,32.1122,94.4557
Ad Kd Qd,QcJs,0.035,52.01,32.4884,94.6364
Ad Kd Qd,Kc2c,0.006,51.42,31.5614,93.0004
Ad Kd Qd,Kc3c,0.006,51.26,31.1882,92.1932
Ad Kd Qd,Kc4c,0.006,51.10,31.0229,91.984
Ad Kd Qd,Kc5c,0.006,50.97,30.867,91.7519
Ad Kd Qd,Kc6c,0.006,51.00,30.8998,91.7971
Ad Kd Qd,Kc7c,0.010,51.17,30.9888,91.7604
Ad Kd Qd,Kc8c,0.069,51.43,30.9088,91.057
Ad Kd Qd,Kc9c,0.102,52.03,31.2125,90.9003
Ad Kd Qd,KcTc,0.083,58.69,36.6348,94.5843
Ad Kd Qd,KcJc,0.052,59.14,37.1082,95.0633
Ad Kd Qd,KcQc,0.088,71.09,57.6784,122.933
Ad Kd Qd,Kc7d,0.000,67.43,48.8485,109.767
Ad Kd Qd,Kc8d,0.037,68.51,49.8416,110.227
Ad Kd Qd,Kc9d,0.103,70.23,53.1938,114.759
Ad Kd Qd,KcTd,0.060,75.98,64.9838,129.595
Ad Kd Qd,KcJd,0.087,78.32,79.6034,154.007
Ad Kd Qd,Kc7h,0.000,51.17,30.9781,91.7239
Ad Kd Qd,Kc8h,0.056,51.43,30.9076,91.0504
Ad Kd Qd,Kc9h,0.101,52.02,31.2164,90.9142
Ad Kd Qd,KcTh,0.079,58.68,36.6358,94.5926
Ad Kd Qd,KcJh,0.051,59.14,37.1096,95.0754
Ad Kd Qd,KcQh,0.087,71.07,57.6633,122.933
Ad Kd Qd,Kc7s,0.000,51.17,30.978,91.7236
Ad Kd Qd,Kc8s,0.056,51.43,30.9076,91.0505
Ad Kd Qd,Kc9s,0.101,52.02,31.2164,90.9143
Ad Kd Qd,KcTs,0.080,58.68,36.6358,94.5928
Ad Kd Qd,KcJs,0.051,59.14,37.1096,95.0757
Ad Kd Qd,KcQs,0.087,71.07,57.6631,122.933
Ad Kd Qd,Ac2c,0.034,61.56,39.0161,96.0313
Ad Kd Qd,Ac3c,0.098,61.45,38.5194,94.9824
Ad Kd Qd,Ac4c,0.094,61.35,38.4339,94.9131
Ad Kd Qd,Ac5c,0.076,61.30,38.3931,94.8967
Ad Kd Qd,Ac6c,0.068,61.39,38.5413,95.1217
Ad Kd Qd,Ac7c,0.080,61.73,38.8827,95.4323
Ad Kd Qd,Ac8c,0.079,62.30,39.474,95.998
Ad Kd Qd,Ac9c,0.128,63.28,40.569,97.1384
Ad Kd Qd,AcTc,0.124,68.91,46.0602,101.267
Ad Kd Qd,AcJc,0.091,69.35,46.8335,102.315
Ad Kd Qd,AcQc,0.088,74.98,62.415,126.123
Ad Kd Qd,AcKc,0.098,76.12,64.4445,128.272
Ad Kd Qd,Ac3d,0.020,70.64,47.7394,102.391
Ad Kd Qd,Ac4d,0.027,71.65,49.0637,103.754
Ad Kd Qd,Ac5d,0.037,72.77,50.8565,105.888
Ad Kd Qd,Ac6d,0.056,73.69,52.429,107.795
Ad Kd Qd,Ac7d,0.052,74.60,53.8896,109.457
Ad Kd Qd,Ac8d,0.048,75.86,55.8409,111.534
Ad Kd Qd,Ac9d,0.035,77.89,59.9185,116.553
Ad Kd Qd,AcTd,0.087,82.96,71.7378,131.016
Ad Kd Qd,AcJd,0.127,85.42,87.5102,155.214
Ad Kd Qd,Ac3h,0.098,61.47,38.5226,94.9588
Ad Kd Qd,Ac4h,0.094,61.36,38.4346,94.9067
Ad Kd Qd,Ac5h,0.076,61.29,38.3923,94.9028
Ad Kd Qd,Ac6h,0.068,61.40,38.5419,95.1143
Ad Kd Qd,Ac7h,0.080,61.72,38.8816,95.4424
Ad Kd Qd,Ac8h,0.079,62.30,39.4733,96.0074
Ad Kd Qd,Ac9h,0.128,63.28,40.5689,97.1399
Ad Kd Qd,AcTh,0.124,68.91,46.0582,101.267
Ad Kd Qd,AcJh,0.092,69.38,46.8448,102.303
Ad Kd Qd,AcQh,0.088,74.94,62.3779,126.11
Ad Kd Qd,AcKh,0.099,76.12,64.4447,128.273
Ad Kd Qd,Ac3s,0.098,61.47,38.5226,94.9588
Ad Kd Qd,Ac4s,0.094,61.36,38.4347,94.9069
Ad Kd Qd,Ac5s,0.076,61.29,38.3921,94.9024
Ad Kd Qd,Ac6s,0.068,61.40,38.5419,95.1142
Ad Kd Qd,Ac7s,0.080,61.72,38.8814,95.4421
Ad Kd Qd,Ac8s,0.079,62.30,39.4733,96.0075
Ad Kd Qd,Ac9s,0.128,63.28,40.5689,97.1399
Ad Kd Qd,AcTs,0.124,68.91,46.0583,101.267
Ad Kd Qd,AcJs,0.092,69.38,46.8449,102.304
Ad Kd Qd,AcQs,0.088,74.94,62.3773,126.109
Ad Kd Qd,AcKs,0.099,76.12,64.4456,128.274
Ad Kd Qd,2d2c,0.117,42.68,33.8155,120.055
Ad Kd Qd,3d3c,0.118,44.41,34.4793,117.644
Ad Kd Qd,4d4c,0.090,46.33,35.5667,116.311
Ad Kd Qd,5d5c,0.082,48.49,37.2279,116.329
Ad Kd Qd,5d4d,0.061,88.58,94.6382,161.87
Ad Kd Qd,6d6c,0.078,50.60,39.0289,116.878
Ad Kd Qd,6d5d,0.089,89.94,97.6293,164.469
Ad Kd Qd,7d7c,0.071,52.70,40.5111,116.466
Ad Kd Qd,7d5d,0.084,90.87,100.872,168.201
Ad Kd Qd,7d6d,0.088,91.14,100.902,167.744
Ad Kd Qd,8d8c,0.070,54.97,42.2221,116.383
Ad Kd Qd,8d6d,0.083,92.25,106.546,174.989
Ad Kd Qd,8d7d,0.067,92.18,105.956,174.166
Ad Kd Qd,9d8c,0.050,42.65,41.2472,146.534
Ad Kd Qd,9d9c,0.086,57.90,46.4181,121.47
Ad Kd Qd,9d6d,0.057,93.77,112.57,181.891
Ad Kd Qd,9d7d,0.076,93.70,112.069,181.221
Ad Kd Qd,9d8d,0.057,93.63,113.515,183.695
Ad Kd Qd,9d8h,0.050,42.65,41.2472,146.534
Ad Kd Qd,9d8s,0.050,42.65,41.2472,146.535
Ad Kd Qd,Td8c,0.082,51.68,53.8611,157.911
Ad Kd Qd,Td9c,0.103,52.25,54.1336,156.971
Ad Kd Qd,TdTc,0.095,66.02,58.9036,135.175
Ad Kd Qd,Td5d,0.022,95.60,125.329,198.63
Ad Kd Qd,Td6d,0.126,95.60,121.946,193.264
Ad Kd Qd,Td7d,0.135,95.55,121.457,192.605
Ad Kd Qd,Td8d,0.141,95.53,123.431,195.777
Ad Kd Qd,Td9d,0.133,95.43,122.991,195.273
Ad Kd Qd,Td8h,0.082,51.68,53.8611,157.911
Ad Kd Qd,Td9h,0.103,52.25,54.1336,156.971
Ad Kd Qd,Td8s,0.082,51.68,53.8611,157.911
Ad Kd Qd,Td9s,0.103,52.25,54.1336,156.971
Ad Kd Qd,Jd8c,0.032,55.93,69.0627,187.104
Ad Kd Qd,Jd9c,0.098,56.45,68.5676,184.053
Ad Kd Qd,JdTc,0.124,92.38,104.942,172.122
Ad Kd Qd,JdJc,0.106,67.65,73.0679,163.64
Ad Kd Qd,Jd4d,0.069,97.98,150.489,232.716
Ad Kd Qd,Jd5d,0.124,97.97,147.168,227.593
Ad Kd Qd,Jd6d,0.095,97.97,143.997,222.704
Ad Kd Qd,Jd7d,0.092,97.97,144.04,222.765
Ad Kd Qd,Jd8d,0.100,97.97,146.397,226.41
Ad Kd Qd,Jd9d,0.121,97.97,146.906,227.203
Ad Kd Qd,JdTd,0.055,100.00,158.684,240.43
Ad Kd Qd,Jd8h,0.032,55.93,69.0628,187.105
Ad Kd Qd,Jd9h,0.098,56.45,68.5676,184.053
Ad Kd Qd,JdTh,0.124,92.38,104.942,172.122
Ad Kd Qd,Jd8s,0.032,55.93,69.0627,187.104
Ad Kd Qd,Jd9s,0.098,56.45,68.5676,184.053
Ad Kd Qd,JdTs,0.124,92.38,104.942,172.122
Ad Kd Qd,2h2c,0.083,24.07,22.9351,144.364
Ad Kd Qd,2h2d,0.117,42.68,33.8154,120.055
Ad Kd Qd,3h3c,0.058,25.13,22.4402,135.292
Ad Kd Qd,3h3d,0.118,44.41,34.4794,117.644
Ad Kd Qd,4h4c,0.055,26.31,22.0757,127.143
Ad Kd Qd,4h4d,0.090,46.33,35.5668,116.311
Ad Kd Qd,5h5c,0.079,27.65,21.5952,118.327
Ad Kd Qd,5h5d,0.082,48.49,37.228,116.329
Ad Kd Qd,5h4h,0.037,12.01,18.9787,239.481
Ad Kd Qd,6h6c,0.076,29.33,21.5681,111.432
Ad Kd Qd,6h6d,0.078,50.60,39.0289,116.879
Ad Kd Qd,6h5h,0.010,11.45,17.8729,236.58
Ad Kd Qd,7h7c,0.038,31.18,21.8087,105.975
Ad Kd Qd,7h7d,0.071,52.70,40.5111,116.467
Ad Kd Qd,7h5h,0.021,12.31,17.9378,220.79
Ad Kd Qd,7h6h,0.074,12.50,17.8069,215.764
Ad Kd Qd,8h8c,0.008,32.89,21.9615,101.159
Ad Kd Qd,8h8d,0.070,54.97,42.2221,116.383
Ad Kd Qd,8h6h,0.059,13.67,17.8258,197.554
Ad Kd Qd,8h7h,0.084,13.98,17.896,193.914
Ad Kd Qd,9h8c,0.008,15.65,17.7872,172.179
Ad Kd Qd,9h9c,0.007,34.69,21.9135,95.714
Ad Kd Qd,9h8d,0.045,41.23,37.7876,138.859
Ad Kd Qd,9h9d,0.086,57.90,46.4181,121.47
Ad Kd Qd,9h6h,0.017,15.08,17.7791,178.583
Ad Kd Qd,9h7h,0.034,15.38,17.8498,175.864
Ad Kd Qd,9h8h,0.039,15.69,17.8326,172.244
Ad Kd Qd,9h8s,0.008,15.65,17.7872,172.179
Ad Kd Qd,Th8c,0.054,26.48,24.1726,138.327
Ad Kd Qd,Th9c,0.080,27.13,24.1372,134.811
Ad Kd Qd,ThTc,0.081,44.62,28.979,98.4132
Ad Kd Qd,Th8d,0.046,49.02,43.0512,133.061
Ad Kd Qd,Th9d,0.071,50.99,46.3722,137.789
Ad Kd Qd,ThTd,0.095,66.02,58.9036,135.175
Ad Kd Qd,Th5h,0.012,25.70,24.2215,142.82
Ad Kd Qd,Th6h,0.112,25.90,24.1247,141.135
Ad Kd Qd,Th7h,0.098,26.17,24.1986,140.126
Ad Kd Qd,Th8h,0.070,26.49,24.1828,138.334
Ad Kd Qd,Th9h,0.079,27.09,24.0793,134.693
Ad Kd Qd,Th8s,0.054,26.48,24.1726,138.327
Ad Kd Qd,Th9s,0.080,27.13,24.1371,134.811
Ad Kd Qd,Jh8c,0.030,29.60,24.0333,123.014
Ad Kd Qd,Jh9c,0.106,30.26,24.0262,120.299
Ad Kd Qd,JhTc,0.058,78.90,64.9801,124.777
Ad Kd Qd,JhJc,0.085,44.00,28.6814,98.7743
Ad Kd Qd,Jh8d,0.016,51.38,43.2367,127.512
Ad Kd Qd,Jh9d,0.069,53.34,46.4188,131.861
Ad Kd Qd,JhTd,0.116,90.24,89.7734,150.739
Ad Kd Qd,JhJd,0.106,67.65,73.0678,163.64
Ad Kd Qd,Jh4h,0.023,28.74,24.3784,128.506
Ad Kd Qd,Jh5h,0.072,28.82,24.0894,126.624
Ad Kd Qd,Jh6h,0.100,29.01,24.0227,125.47
Ad Kd Qd,Jh7h,0.097,29.31,24.0848,124.508
Ad Kd Qd,Jh8h,0.087,29.64,24.0906,123.161
Ad Kd Qd,Jh9h,0.106,30.24,23.9788,120.164
Ad Kd Qd,JhTh,0.053,78.94,65.0095,124.782
Ad Kd Qd,Jh8s,0.030,29.60,24.0333,123.014
Ad Kd Qd,Jh9s,0.106,30.26,24.0263,120.299
Ad Kd Qd,JhTs,0.058,78.90,64.9803,124.777
Ad Kd Qd,Qh8c,0.007,43.72,26.6262,92.2747
Ad Kd Qd,Qh9c,0.081,44.18,26.592,91.2071
Ad Kd Qd,QhTc,0.032,51.51,32.1119,94.4549
Ad Kd Qd,QhJc,0.035,52.01,32.4882,94.6355
Ad Kd Qd,QhQc,0.081,81.39,83.5838,155.604
Ad Kd Qd,Qh8d,0.001,63.18,46.4564,111.403
Ad Kd Qd,Qh9d,0.042,64.88,49.8087,116.312
Ad Kd Qd,QhTd,0.015,71.06,61.6844,131.529
Ad Kd Qd,QhJd,0.068,73.43,76.1848,157.209
Ad Kd Qd,Qh2h,0.008,43.94,27.526,94.9057
Ad Kd Qd,Qh3h,0.037,43.74,27.1387,94.0005
Ad Kd Qd,Qh4h,0.044,43.54,26.9279,93.6997
Ad Kd Qd,Qh5h,0.051,43.38,26.715,93.3063
Ad Kd Qd,Qh6h,0.080,43.41,26.7025,93.2018
Ad Kd Qd,Qh7h,0.088,43.57,26.7224,92.9296
Ad Kd Qd,Qh8h,0.089,43.74,26.6262,92.2432
Ad Kd Qd,Qh9h,0.071,44.17,26.5691,91.1421
Ad Kd Qd,QhTh,0.038,51.51,32.1047,94.4309
Ad Kd Qd,QhJh,0.044,52.02,32.4814,94.6118
Ad Kd Qd,Qh8s,0.007,43.72,26.6262,92.2746
Ad Kd Qd,Qh9s,0.081,44.18,26.5921,91.2073
Ad Kd Qd,QhTs,0.032,51.51,32.112,94.4551
Ad Kd Qd,QhJs,0.035,52.01,32.4882,94.6358
Ad Kd Qd,Kh7c,0.000,51.17,30.9781,91.7239
Ad Kd Qd,Kh8c,0.056,51.43,30.9074,91.05
Ad Kd Qd,Kh9c,0.101,52.02,31.2164,90.9141
Ad Kd Qd,KhTc,0.079,58.68,36.6357,94.5923
Ad Kd Qd,KhJc,0.051,59.14,37.1095,95.0751
Ad Kd Qd,KhQc,0.087,71.07,57.6636,122.934
Ad Kd Qd,KhKc,0.150,81.69,85.0005,157.655
Ad Kd Qd,Kh7d,0.000,67.43,48.8483,109.766
Ad Kd Qd,Kh8d,0.037,68.51,49.8416,110.227
Ad Kd Qd,Kh9d,0.103,70.23,53.1936,114.759
Ad Kd Qd,KhTd,0.060,75.98,64.9837,129.595
Ad Kd Qd,KhJd,0.087,78.32,79.6033,154.007
Ad Kd Qd,Kh2h,0.006,51.42,31.5612,92.9997
Ad Kd Qd,Kh3h,0.006,51.26,31.1882,92.1931
Ad Kd Qd,Kh4h,0.006,51.10,31.0226,91.9833
Ad Kd Qd,Kh5h,0.006,50.97,30.8668,91.7512
Ad Kd Qd,Kh6h,0.006,51.00,30.8996,91.7966
Ad Kd Qd,Kh7h,0.010,51.17,30.9885,91.7595
Ad Kd Qd,Kh8h,0.069,51.43,30.9086,91.0564
Ad Kd Qd,Kh9h,0.102,52.03,31.2124,90.9001
Ad Kd Qd,KhTh,0.083,58.69,36.6347,94.5842
Ad Kd Qd,KhJh,0.052,59.14,37.1081,95.0631
Ad Kd Qd,KhQh,0.088,71.09,57.6781,122.932
Ad Kd Qd,Kh7s,0.000,51.17,30.9779,91.7232
Ad Kd Qd,Kh8s,0.057,51.43,30.9074,91.05
Ad Kd Qd,Kh9s,0.101,52.02,31.2164,90.9142
Ad Kd Qd,KhTs,0.079,58.68,36.6358,94.5926
Ad Kd Qd,KhJs,0.051,59.14,37.1096,95.0754
Ad Kd Qd,KhQs,0.087,71.07,57.663,122.932
Ad Kd Qd,Ah3c,0.098,61.47,38.5227,94.959
Ad Kd Qd,Ah4c,0.094,61.36,38.435,94.9075
Ad Kd Qd,Ah5c,0.076,61.29,38.3923,94.9029
Ad Kd Qd,Ah6c,0.068,61.40,38.5419,95.1142
Ad Kd Qd,Ah7c,0.080,61.72,38.8818,95.4431
Ad Kd Qd,Ah8c,0.079,62.30,39.4736,96.0081
Ad Kd Qd,Ah9c,0.128,63.28,40.5689,97.1398
Ad Kd Qd,AhTc,0.124,68.91,46.0582,101.267
Ad Kd Qd,AhJc,0.092,69.38,46.8448,102.303
Ad Kd Qd,AhQc,0.088,74.94,62.3778,126.11
Ad Kd Qd,AhKc,0.099,76.12,64.4449,128.273
